raw_word;trans;
gorgonzola;горгонзола;
saperavi;саперави;
saperavi;сейперейви;
porto;порто;
daniels;даниелс;
ambre;амбре;
ambre;амбр;
zinfandel;зинфандел;
valbuena;валбуена;
valbuena;валбьюна;
le bon;ле бон;
ice time;иcе тиме;
ice time;айс тайм;
de rosa;де роса;
de rosa;де роза;
you duo;ю дуо;
casa russa;cаса русса;
casa russa;каса русса;
la bella;ла белла;
del sole;дел соле;
del sole;дель соле;
della vita;делла вита;
day spa;дай спа;
day spa;дей спа;
save car;саве cар;
save car;сейв кар;
wet n;вет н;
te gusto;те густо;
van den;ван ден;
della vita;делла вита;
mama comfort;мама комфорт;
van den;ван ден;
della vita;делла вита;
la vita;ла вита;
fresh way;фреш вай;
fresh way;фреш вей;
de rosa;де роса;
start line;старт лине;
start line;старт лин;
new game;нев гаме;
new game;нью гейм;
comfort line;cомфорт лине;
comfort line;комфорт лин;
maxi fresh;махи фреш;
maxi fresh;мейкси фреш;
wet n;вет н;
de rosa;де роса;
et elle;эт элле;
cru lermont;cру лермонт;
cru lermont;кру лермонт;
veuve ambal;веуве амбал;
veuve ambal;вьюв амбал;
escudo rojo;эскудо роджо;
escudo rojo;эскудо рожо;
tour de by;тоур де би;
tour de by;тур де би;
to hands;то хандс;
castello banfi;cастелло банфи;
castello banfi;кастелло банфи;
la serre;ла серре;
la serre;ла серре;
castello di ama;cастелло ди ама;
castello di ama;кастелло ди ама;
la serre;ла серре;
de rosa;де роса;
by t;би т;
la serre;ла серре;
to hands;то хандс;
vina caliterra;вина cалитерра;
vina caliterra;вина калитерра;
vina caliterra;вина cалитерра;
vina caliterra;вина калитерра;
vina caliterra;вина cалитерра;
vina caliterra;вина калитерра;
big red;биг ред;
castello di ama;cастелло ди ама;
castello di ama;кастелло ди ама;
le bon;ле бон;
la serre;ла серре;
la serre;ла серре;
to hands;то хандс;
de vogue;де вогуе;
de vogue;де вогью;
brown rice;бровн риcе;
brown rice;броун райс;
new line;нев лине;
new line;нью лин;
ca del;cа дел;
ca del;ка дель;
bel baby;бел баби;
bel baby;бел бейби;
to hands;то хандс;
wet n;вет н;
green day;греен дай;
green day;грин дей;
ca del;cа дел;
ca del;ка дель;
big red;биг ред;
pro mark;про марк;
emily foods;эмили фоодс;
emily foods;эмили фудс;
les grandes;лес грандес;
les grandes;ле грандес;
by t;би т;
linea d;линеа д;
linea d;лини д;
les grandes;лес грандес;
les grandes;ле грандес;
to hands;то хандс;
di romans;ди романс;
do noval;до новал;
do noval;до новаль;
silence;силенcе;
silence;силенс;
michelin;мичелин;
michelin;микелин;
choose;чоосе;
choose;куз;
claber;cлабер;
claber;клейбер;
apecs;апеcс;
apecs;апекс;
lab;лаб;
naranda;наранда;
naranda;нейранда;
yamada;ямада;
illa;илла;
goo.n;гоон;
goo.n;гун;
chuang;чуанг;
chuang;куанг;
metalcaucho;металcаучо;
metalcaucho;металкоко;
manual;мануал;
manual;менуал;
officespace;оффиcеспаcе;
officespace;оффичеспаче;
vetro;ветро;
animonda;анимонда;
homeconcept;хомеcонcепт;
homeconcept;хомекончепт;
fluro;флуро;
fluro;флюро;
des;дес;
samaragips;самарагипс;
samaragips;сеймейраджипс;
kakadu;какаду;
effectbio;эффеcтбио;
effectbio;эффектбио;
solo;соло;
mosaic;мосаиc;
mosaic;мозаик;
berbesa;бербеса;
berbesa;бербеза;
mr.volt;мрволт;
lefranc;лефранc;
lefranc;лефранк;
duo you;дуо йоу;
duo you;дуо ю;
rival;ривал;
orio;орио;
tonkita;тонкита;
cuevas;cуевас;
cuevas;кьювас;
diwari;дивари;
cuprum &;cупрум анд;
cuprum &;капрум энд;
own;овн;
own;оун;
dekok;декок;
told;толд;
rigamonti pietro &;ригамонти пиетро анд;
rigamonti pietro &;ригеймонти питро энд;
frutto;фрутто;
carpe;cарпе;
carpe;карп;
fuzu;фузу;
agura;агура;
agura;агюра;
tropic;тропиc;
tropic;тропик;
derwent;дервент;
carlisle;cарлисле;
carlisle;карлисл;
keenway;кеенвай;
keenway;кинвей;
agnella;агнелла;
beifa;беифа;
barouge;бароуге;
barouge;баруж;
zym;зим;
edon;эдон;
gigabyte;гигабите;
gigabyte;джигейбит;
opeth studio;опет студио;
opeth studio;опес стюдио;
forta;форта;
saimaa;саимаа;
hauser;хаусер;
hauser;хосер;
lutars;лутарс;
lutars;лютарс;
farms;фармс;
ninaglass;нинагласс;
zuixua;зуихуа;
zuixua;зюиксуа;
animology;анимологи;
animology;анимолоджи;
garde;гарде;
garde;гард;
levante;леванте;
levante;левант;
integra;интегра;
frud;фруд;
tubor;тубор;
tubor;тюбор;
float;флоат;
cougar;cоугар;
cougar;кугар;
exxent;эххент;
exxent;эксксент;
lpr;лпр;
ladybel;ладибел;
ladybel;лейдибел;
everts ag;эвертс аг;
a4tech;а4теч;
fancy;фанcи;
fancy;фанси;
magner;магнер;
fengzhengcmei;фенгзхенгcмеи;
fengzhengcmei;фенгзенгкмеи;
sense of;сенсе оф;
sense of;сенс оф;
inox;инох;
inox;инокс;
kartopu;картопу;
tic;тиc;
tic;тик;
francecar;франcеcар;
francecar;франчекар;
qun;квн;
doorfix;доорфих;
doorfix;дорфикс;
bbm;ббм;
hobby home;хобби хоме;
hobby home;хобби хом;
cooler;cоолер;
cooler;кулер;
distar;дистар;
caseguru;cасегуру;
caseguru;кейзегюру;
genio;генио;
genio;дженио;
start;старт;
yokatta;йокатта;
yokatta;екатта;
murano;мурано;
fenice;фениcе;
fenice;фенайс;
dolce &;долcе анд;
dolce &;долс энд;
hudora;худора;
hunterman nova;хунтерман нова;
hunterman nova;хунтермен нова;
briko;брико;
sweet fancies beet;свеет фанcиес беет;
sweet fancies beet;свит фансис бит;
kiyoshi;кииоши;
kiyoshi;киеши;
rhythm;рхитм;
rhythm;ризм;
zzd;ззд;
zzd;ццд;
ecosapiens;эcосапиенс;
ecosapiens;экозейпинс;
occidental;оccидентал;
occidental;оксидентал;
schego;шего;
tatty teddy and;татти тедди анд;
tatty teddy and;татти тедди энд;
lingerie;лингерие;
lingerie;линджерай;
fenom;феном;
oster;остер;
urbalive;урбаливе;
urbalive;юрбейлив;
dragons;драгонс;
dragons;дрейгонс;
blitz;блитз;
colour;cолоур;
colour;колур;
windi;винди;
depo;депо;
pharmline;фармлине;
pharmline;пармлин;
industries;индустриес;
industries;индустрис;
larvij;ларвидж;
hungarian;хунгариан;
hungarian;хунгейриан;
hapica;хапиcа;
hapica;хапика;
kyb;киб;
bondibon;бондибон;
cobble;cоббле;
cobble;коббл;
lamp;ламп;
matex;матех;
matex;мейтекс;
kortex;кортех;
kortex;кортекс;
autotime;аутотиме;
autotime;ототим;
saturn;сатурн;
saturn;сейтурн;
lav;лав;
gusto;густо;
antika;антика;
aimeile;аимеиле;
aimeile;аимеил;
nika musical;ника мусиcал;
nika musical;ника мусикаль;
chuc;чуc;
chuc;кук;
eschenbach;эшенбач;
eschenbach;эшенбах;
comap;cомап;
comap;комап;
cofret;cофрет;
cofret;кофрет;
steiner;стеинер;
goodhelper;гоодхелпер;
goodhelper;гуделпер;
aftershokz;афтершокз;
palette;палетте;
tesler;теслер;
dennerle;деннерле;
dennerle;деннерл;
seagull;сеагулл;
seagull;сигулл;
avenir;авенир;
mannol;маннол;
mannol;меннол;
lakmet;лакмет;
adata;адата;
adata;адейта;
mastertex;мастертех;
mastertex;мастертекс;
sparta;спарта;
micro;миcро;
micro;микро;
pmo;пмо;
havit;хавит;
havit;хейвит;
malemi;малеми;
rangers;рангерс;
rangers;ранджерс;
kvimol;квимол;
child;чилд;
child;килд;
werola;верола;
croco;cроcо;
croco;кроко;
rhino;рхино;
rhino;рино;
vedica;ведиcа;
vedica;ведика;
semka;семка;
mopex;мопех;
mopex;мопекс;
forio;форио;
baby-vac;баби-ваc;
baby-vac;бейби-вак;
lighting;лигхтинг;
lighting;лайтинг;
loon;лоон;
loon;лун;
disaar;дисаар;
disaar;дизаар;
1882;1882;
bart-plast;барт-пласт;
seva;сева;
bebelot;бебелот;
demon;демон;
ariete;ариете;
ariete;арит;
1698;1698;
bohrer;бохрер;
bm-motorsport;бм-моторспорт;
starline;старлине;
starline;старлин;
doorz;доорз;
doorz;дорз;
chengshun;ченгшун;
chengshun;кенгшун;
hidria;хидриа;
meggi;мегги;
sitstep;ситстеп;
sitstep;зитштеп;
uncommon;унcоммон;
uncommon;юнкоммон;
belbal;белбал;
sonax;сонах;
sonax;сонакс;
inglesina;инглесина;
inglesina;инглезина;
ambesonne;амбесонне;
ambesonne;амбезонн;
accel;аccел;
accel;аксел;
avatyre;аватире;
avatyre;авейтир;
cuprum;cупрум;
cuprum;капрум;
teplokid;теплокид;
armaturen;арматурен;
armaturen;армачурн;
ursindo;урсиндо;
ursindo;юрсиндо;
stabilo;стабило;
stabilo;стейбило;
gimborn;гимборн;
gimborn;джимборн;
poseidon;посеидон;
poseidon;позеидон;
complete;cомплете;
complete;комплет;
kerry;керри;
foxx;фохх;
foxx;фокскс;
joyful;джоифул;
griffin;гриффин;
/ bodo;бодо;
pre;пре;
pre;пр;
arteinolivo;артеиноливо;
impergom;импергом;
zheng;зхенг;
zheng;зенг;
ae&t;ае анд т;
ae&t;а энд т;
vinotti;винотти;
argus;аргус;
blumentag;блументаг;
blumentag;блюментаг;
kometaline;кометалине;
kometaline;кометейлин;
schreiber;шреибер;
schreiber;шрейбер;
cose belle;cосе белле;
cose belle;косе белле;
miokasa;миокаса;
miokasa;миокейза;
carfashion;cарфашион;
carfashion;карфашен;
orium;ориум;
oldos;олдос;
mister;мистер;
alpin;алпин;
esli;эсли;
birhome;бирхоме;
birhome;биром;
bovidix;бовидих;
bovidix;бовидикс;
sos;сос;
sant;сант;
s.c.swisscaps;сксвисскапс;
brook;броок;
brook;брук;
cleanland;cлеанланд;
cleanland;клинланд;
pozis;позис;
wei;веи;
alhambra;алхамбра;
alhambra;аламбра;
tortoise;тортоисе;
tortoise;тортоиз;
cosmodrome;cосмодроме;
cosmodrome;космодром;
chechelyka;чечелика;
chechelyka;кекелика;
traper;трапер;
traper;трейпер;
julia;джулиа;
thermal;термал;
thermal;зермал;
jeniford;дженифорд;
branq;бранк;
talus;талус;
talus;тейлус;
venustas;венустас;
aime;аиме;
aime;аим;
lacko apple pie;лако аппле пие;
lacko apple pie;лако аппл пай;
vogt;вогт;
aquakratos;аквакратос;
aquakratos;аквакрейтос;
towa;това;
knight;книгхт;
spany;спани;
spany;спейни;
fruttis;фруттис;
lure;луре;
lure;люр;
weverij van;веверидж ван;
max-pro;мах-про;
max-pro;макс-про;
topperr;топперр;
cardin;cардин;
cardin;кардин;
vaiper;ваипер;
arcobronze;арcобронзе;
arcobronze;аркобронз;
aspect;аспеcт;
aspect;аспект;
wuqiannian;вукианниан;
wuqiannian;вюкианниан;
melagrana;мелаграна;
melagrana;мелагрейна;
divinol;дивинол;
chuck &;чук анд;
chuck &;кук энд;
bibicare;бибиcаре;
bibicare;бибикейр;
bit;бит;
essensity;эссенсити;
valeo;валео;
valeo;вейли;
hopar;хопар;
neal;неал;
neal;нил;
ibbi;ибби;
zic;зиc;
zic;зик;
trw;трв;
veny's;венис;
interio;интерио;
minsa;минса;
raketos;ракетос;
raketos;рейкетос;
dollex;доллех;
dollex;доллекс;
zhen;зхен;
zhen;цхен;
mallony;маллони;
korres;коррес;
juncotape;джунcотапе;
juncotape;джункотейп;
begood;бегоод;
begood;бегуд;
audison;аудисон;
audison;одизон;
konigspuzzle;конигспуззле;
konigspuzzle;конигшпузцле;
arko;арко;
dong;донг;
samura;самура;
zitar;зитар;
llt;ллт;
foxline;фохлине;
foxline;фокслин;
cbr;cбр;
cbr;кбр;
narumi;наруми;
media;медиа;
intimidea;интимидеа;
intimidea;интимиди;
jet.a;джета;
brick;брик;
xflex;хфлех;
xflex;ксфлекс;
rapira;рапира;
esprado;эспрадо;
esprado;эспрейдо;
autel;аутел;
autel;отел;
ferplast;ферпласт;
oribel;орибел;
minimi;миними;
allexi;аллехи;
allexi;аллекси;
superdesign;супердесигн;
superdesign;супердезигн;
friend;фриенд;
friend;фринд;
table;табле;
table;табл;
beet;беет;
beet;бит;
lumme;лумме;
lumme;люмм;
ginni;гинни;
ginni;джинни;
bluesonic;блуесониc;
bluesonic;бльюзоник;
bespeco;беспеcо;
bespeco;беспеко;
magneticus;магнетиcус;
magneticus;магнетикус;
domenico;домениcо;
domenico;доменико;
foammen;фоаммен;
ortega;ортега;
skip;скип;
molimed;молимед;
rongtai;ронгтаи;
lei;леи;
cyrex;cирех;
cyrex;сирекс;
poppixie;поппихие;
poppixie;поппиксие;
potato;потато;
tasty;тасти;
octavo;оcтаво;
octavo;октейво;
yoga;йога;
yoga;ега;
ramili;рамили;
juan;джуан;
