молоко;moloko;True
просто;prosto;False
паста;pasta;True
барбекю;barbeque;False
какао;cacao;False
спагетти;spaghetti;False
десерт;dessert;False
грана;grano;False
гауда;gouda;False
грандиозо;grandioso;False
тильзитер;tilsiter;False
водка;vodka;False
грано;grano;False
пасты;pesto;False
белуга;beluga;False
салон;salon;False
маршмэллоу;marshmallow;False
песто;pesto;False
маршмеллоу;marshmallow;False
ламбруско;lambrusco;False
патрон;patron;False
болло;bollo;False
эменталь;emmental;False
шираз;shiraz;False
тилситер;tilsiter;False
натур;natur;True
крыма;crema;False
буэно;bueno;False
эмменталь;emmental;False
альта;alt;False
белука;beluga;False
тельзитер;tilsiter;False
беллини;bellini;False
оакхарт;oakheart;False
крисп;crisp;True
маргот;margot;True
амбре;ambre;True
матте;mate;False
тортильяс;tortillas;False
новелло;novello;False
фуенте;fuente;False
спекулос;speculoos;False
кимбо;kimbo;False
новелла;novello;False
хайсон;hyson;False
эминталь;emmental;False
сториз;stories;False
ле бон;le bon;True
далла коста;dalla costa;True
2л бон;le bon;True
тер де;terre d;True
те густо;te gusto;True
мишель лафарж;michel lafarge;True
ту хэндс;two hands;True
терре ди;terre d;True
ханс баер+;hans baer;True
каза дефра;casa defra;True
вие ди романс;vie di romans;True
калон сегюр;calon segur;True
домини венети;domini veneti;True
маркес де рискаль+;marques de riscal;True
арт хаус;art house;True
маркес де рискаль;marques de riscal;True
вольпе пазини+;volpe pasini;True
эмилио моро;emilio moro;True
дю тертр;du tertre;True
ту хэндз;two hands;True
ханс баер;hans baer;True
мулен риш;moulin riche;True
феликс солис;felix solis;True
ла масса;la massa;True
де рискаль;de riscal;True
кантине сан марко;cantine san marco;True
ту хендс;two hands;True
де пингус;de pingus;True
клерк милон;clerc milon;True
клерк милон+;clerc milon;True
эфес пилсенер;efes pilsener;True
вилла спарино+;villa sparina;True
мисс мелоди;miss melody;True
вольпе пазини;volpe pasini;True
фелан сегюр;phelan segur;True
дю тертр+;du tertre;True
де бабиан;de bebian;True
ле риголад;le rigolade;True
де фьёзаль;de fieuzal;True
сан грегорио;san gregorio;True
сен марк+;san marco;True
соаве классико;soave classico;True
белер монанж;belair monange;True
кинта ду новал;quinta do noval;True
вилла спарина;villa sparina;True
эмилио моро+;emilio moro;True
де кос;de cos;True
тенута сан гуидо;tenuta san guido;True
ле бонни;le bon;True
гран феуд;green food;True
кинта де новаль;quinta do noval;True
ля гардин;la gardine;True
